"GEOID","poverty_total","poverty_male","poverty_female","white","black","ai_an","asian","nh_opi","other","pct_male","pct_female"
"20097",6.2,3,3.2,93.9,0.8,0.7,0.8,0,6.8,48.5,51.5
"20099",18,7.5,10.5,88.8,4.8,0.8,0.2,0,10.5,49.2,50.8
"20101",12,6.7,5.2,96.8,0,0.8,1.2,0.3,1,51,49
"20103",7.9,3.3,4.6,82.5,8.8,0.7,1.4,0.1,10.9,53.6,46.4
"20105",8.9,4.2,4.7,98.1,0.2,0,0,0,3.4,51.3,48.7
"20107",16.2,7.1,9.1,95.7,0.8,0.7,0.5,0,4.3,50.1,49.9
"20109",8,4.3,3.6,94.8,0.1,0.8,0,0.4,6.8,50.2,49.8
"20111",16.1,7.2,8.9,89.2,2.3,0.7,2.1,0,9.8,48.4,51.6
"20113",8.3,3.9,4.5,95.5,1.2,0.6,0.7,0,4.1,49.3,50.7
"20115",8.1,3.9,4.3,95.6,0.8,0.2,0.4,0,5.9,50.1,49.9
"20117",8.8,4.3,4.5,96.7,0.3,0.1,0.4,0.3,4.3,50.1,49.9
"20119",6.3,1.9,4.4,84.7,0.6,0.2,0.7,0.2,16.3,50,50
"20121",6.7,2.9,3.9,95.5,1.5,0.8,0.6,0,2.9,49.8,50.2
"20123",14.2,7.4,6.8,97,0.7,0.7,0.3,0,2.3,50.9,49.1
"20125",18.2,8.7,9.5,84.2,5,3.3,1,0.2,10.8,49.8,50.2
"20127",8.9,3.9,5,96.1,0.2,0.1,0.6,0,5.8,49.8,50.2
"20129",9.9,3.4,6.5,91.9,0.8,0.2,0.6,0,10.5,49.9,50.1
"20131",8.5,3.3,5.2,96.8,0.7,0.7,0.1,0,3,50.7,49.3
"20133",18.2,8,10.1,94.9,1.3,0.4,0.1,0,6.6,49.6,50.4
"20135",10,4.2,5.8,93.3,0.5,0.3,0.3,0,6.9,51.2,48.8
"20137",10.4,3.2,7.2,92.4,2.8,1,0.5,0,5.3,55.4,44.6
"20139",14,6.9,7.1,96,0.6,0.2,0.2,0,6.2,50.1,49.9
"20141",14.3,6.3,8,96.2,0.5,0.4,0.1,0,5,50,50
"20143",9.7,4.4,5.4,96.2,1,0.6,0.7,0,3,51.5,48.5
"20145",5.3,1.3,4,89.6,4.6,1,0.1,0,7.5,55.4,44.6
"20147",9.6,4,5.6,96.7,0.7,0.4,0.5,0.1,3.1,49.3,50.7
"20149",8,3.5,4.5,94.3,1.3,0.9,0.8,0,4.9,50,50
"20151",11.1,3.3,7.8,94.3,2.5,1.1,0.1,0,3.8,50,50
"20153",10.7,4.8,6,92.4,0.6,0.8,0.1,0,7.6,51,49
"20155",12.3,5.3,7,91.3,3,1.2,0.6,0,6.6,50.3,49.7
"20157",10.6,4.7,5.8,97.4,1.1,0.2,0.2,0,1.8,48.2,51.8
"20159",13.2,6.9,6.3,91,2,0.7,0.8,0.2,8.5,50.2,49.8
"20161",19.4,9.4,10.1,82.3,6.2,0.4,5.1,0.2,10,53,47
"20163",7.5,2.9,4.6,96.2,1.8,0.2,0.1,0.2,2.8,48.1,51.9
"20165",10.1,5.6,4.5,95.4,0.2,0,0.6,0,7.4,49.7,50.3
"20167",11,6.5,4.4,94.5,2.3,0.9,0,0.3,3.6,49.7,50.3
"20169",11.2,4.6,6.6,87.7,2.8,0.5,2.3,0,10.9,49.6,50.4
"20171",5.9,2.2,3.7,94.2,0,0.1,1.2,0.1,5.7,52,48
"20173",13.5,6.1,7.4,77.9,8.8,1,4.3,0,12.2,49.4,50.6
"20175",16.4,7.3,9.1,59.4,4.6,0.6,2.6,0.2,34.5,51.1,48.9
"20177",11.1,5.1,6,82.4,8.5,0.9,1.5,0.1,10.2,48.3,51.7
"20179",5.2,1.8,3.4,96.4,1,0.3,0,0,2.8,51.3,48.7
"20181",11.1,5.9,5.3,90.8,1.9,0.8,0.9,0,7.3,52,48
"20183",11,4.2,6.8,96.5,0.3,0.5,0.7,0,3.8,49.5,50.5
"20185",12.1,6.2,6,94.8,0.3,1.1,0.1,0,5.8,50.8,49.2
"20187",18,9.2,8.8,97.1,0,0.1,0,0,5.2,49.2,50.8
"20189",19.6,5.8,13.8,86.4,0.8,0.4,0.3,0,16.2,50.6,49.4
"20191",11.5,5.1,6.4,94,1,1.4,0.6,0,5.4,50,50
"20193",11.3,5.2,6.1,93.8,2.3,0.4,0.9,0,3.7,48.3,51.7
"20195",6.7,4.2,2.5,96.9,0.1,0.1,1.7,0,2.1,50.1,49.9
"20197",4.8,1.9,2.9,94.9,0.5,0.6,1.3,0.1,4.7,50.7,49.3
"20199",9.3,4.4,4.9,94,0.2,0,0.4,0,8.7,48.8,51.2
"20201",10.6,4.9,5.7,98.1,0.2,0.1,0.1,0,2.2,51.1,48.9
"20203",3.2,1.1,2.1,89,0.9,0.9,0.7,0,9.9,46.9,53.1
"20205",13.8,6.4,7.4,94.6,0.5,0.5,0,0,8.7,49,51
"20207",19.1,8.1,11,92.8,0.4,1.1,0,0,11.1,50.9,49.1
"20209",19,8.4,10.6,58.8,22.3,0.5,4.6,0.2,18.2,49.6,50.4
"21001",19,9.1,9.9,94.9,3.1,0.2,0.6,0,2.1,49.6,50.4
"21003",18.5,8,10.4,96.5,1,0,0.6,0,3.4,49.9,50.1
"21005",15.5,7.1,8.4,95.2,2.8,0,0.3,0,3.2,49,51
"21007",15.1,5.8,9.3,92.8,4.1,0.6,0.2,0,4.4,49.4,50.6
"21009",23.6,10.2,13.4,92.8,3.5,0.1,0.3,0,6.1,48.1,51.9
"21011",20.2,8.2,12,96.5,1.5,0.1,0.5,0,2.7,49.7,50.3
"21013",34.4,15.4,19,95.3,2.8,0.2,0.2,0,2.9,49.2,50.8
"21015",7.1,3,4.1,90.7,2.9,0.1,2.4,0,6.2,49.7,50.3
"21017",15,6.1,8.9,90.4,7,0,0.8,0,2.2,48,52
"21019",18.1,8.3,9.8,94.1,2.3,0.1,0.3,0,5.8,50,50
"21021",12.7,5.9,6.8,87.5,8,0.3,0.9,0,5.6,50.1,49.9
"21023",17.6,7.4,10.2,96.9,0.4,0.3,1.1,0,2.8,50.4,49.6
"21025",33.7,16,17.7,97.1,1.3,0.2,0.3,0,1.6,50.2,49.8
"21027",18.2,8.3,9.9,95.5,1.8,0.3,0.4,0,3.8,50.4,49.6
"21029",8.9,3.8,5.1,95.9,1.1,0.2,0.7,0,3.5,50,50
"21031",18.9,7.9,10.9,96.9,0.6,0.2,0.3,0,3.2,50.3,49.7
"21033",16.6,6.8,9.8,93,6.3,0,0,0,1.4,49.2,50.8
"21035",19.4,9,10.4,91.4,3.5,0.3,1.1,0.2,6.4,48.5,51.5
"21037",13,5.4,7.6,93.7,3.2,0.1,1,0,3.4,48.9,51.1
"21039",16.6,8.1,8.5,95.8,0.8,0.6,0.8,0,3.9,48.9,51.1
"21041",23.2,10.9,12.3,91.8,3.2,0.3,0.3,0,5.6,51.2,48.8
"21043",24.6,11.4,13.2,98,0.6,0.5,0.1,0,1.7,49.1,50.9
"21045",24.8,11.4,13.4,97.1,0.8,0.3,0.2,0,3,48.8,51.2
"21047",17.7,7.4,10.3,71.2,22,0.8,1.6,0.5,6.9,53.2,46.8
"21049",14.5,6.1,8.3,92.6,4.7,0.2,0.6,0,3.6,48.8,51.2
"21051",34.1,16.6,17.5,93.6,3.9,0.1,0,0,4,52.4,47.6
"21053",23.8,11,12.8,97,0.4,0,0.3,0,3.8,50,50
"21055",14,6.4,7.5,96.9,0.8,0.2,0,0,3.7,51.1,48.9
"21057",21,8.7,12.3,92.8,2.1,0,0.8,0,6.4,48.6,51.4
"21059",16.1,7.2,8.9,90.2,4.4,0.2,1.8,0.3,5.9,48.8,51.2
"21061",18,7.5,10.5,95.5,1.5,0.4,0.1,0,4.9,50.4,49.6
"21063",24.1,12,12.1,95.9,3.6,0.1,0,0,0.6,56.8,43.2
"21065",30.5,13.2,17.3,99.1,0.1,0.2,0,0,1.2,49.3,50.7
"21067",16.1,7.3,8.8,74.9,14.6,0.2,3.8,0,10.4,49,51
"21069",19.8,10.1,9.7,96.2,2.2,0.1,0.1,0,2.7,49.3,50.7
"21071",30.1,13.6,16.5,97.5,1,0,0.3,0,2.3,48.9,51.1
"21073",11.9,5,6.9,82.4,9.4,0.1,1.8,0.1,10.2,48.5,51.5
"21075",26.2,11.5,14.6,71.9,24,0.7,0.1,0,5.8,50.2,49.8
"21077",14.4,7.7,6.7,92.9,2,0,0.1,0,6.7,51.4,48.6
"21079",15.5,7,8.6,95.9,1.9,0.2,0.3,0,3.1,48.8,51.2
"21081",16.1,6.4,9.7,95.5,0.8,0.1,0.1,0,5.2,49.4,50.6
"21083",19.2,8.8,10.4,89.6,4.5,0.1,0.5,0.3,7.8,49.2,50.8
"21085",25.1,12.2,12.9,95.9,1.2,0.4,0.1,0,3.9,49.8,50.2
"21087",17.8,8.5,9.2,95.2,2.6,0.7,0.1,0,2.9,49,51
"21089",16.6,7,9.7,97,1.1,0,0.5,0,2.7,48.9,51.1
"21091",11.6,5.1,6.5,96.1,1.6,0.1,0.6,0,3.4,51.9,48.1
"21093",12.8,5,7.9,79.4,11.6,0.2,2.2,0.3,11.5,49.8,50.2
"21095",35,15.8,19.2,95.5,2.3,0,0.3,0,3.5,48.2,51.8
"21097",17.2,7.5,9.7,95.2,1.7,0,0,0,5.6,49.4,50.6
"21099",21.1,9.4,11.6,93.3,4.1,0.5,0.5,0,3,49.2,50.8
"21101",18.1,7.8,10.2,88,7.3,0.2,0.4,0,7,48.3,51.7
"21103",18.2,7.7,10.5,93.3,3,0,0.6,0.1,4.8,49.7,50.3
"21105",14.3,4.9,9.5,86.8,8.4,0.4,0.7,0,7.1,47.4,52.6
"21107",18.8,7.8,11,90,6.4,0.2,0.6,0,5.2,48.8,51.2
"21109",31.7,15.4,16.3,98.1,0.3,0,0,0,3.2,49.6,50.4
"21111",13.9,6.1,7.9,71.6,21.7,0.2,2.9,0.1,6.1,48.3,51.7
"21113",16.3,7,9.3,91.3,4.6,0.3,1.4,0,4.1,48.3,51.7
"21115",22.1,9.6,12.5,97.3,0.5,0.1,1.5,0,1.2,49.1,50.9
"21117",11.3,5.2,6.1,90.1,4.6,0.1,1.3,0,6.3,49.5,50.5
"21119",29.7,14.1,15.6,97.3,0.5,0.1,0.2,0.1,3.1,49.2,50.8
"21121",32.2,14.3,18,96.4,0.8,0.8,0.4,0.1,2.9,48.8,51.2
"21123",14.2,5.5,8.7,92.8,3.5,0.1,0.4,0,4.8,49.3,50.7
"21125",22.8,10.2,12.6,97,0.7,0.4,0.4,0,2.8,48.9,51.1
"21127",26.3,12.7,13.5,98.8,0.2,0,0.2,0,1.4,49.6,50.4
"21129",32.5,15.6,16.9,96.1,0.8,0.7,0.2,0,4.6,52.7,47.3
"21131",35.8,15.3,20.5,97.6,0.1,0,0.4,0,3.4,49.1,50.9
"21133",33.2,15.7,17.5,97.8,0.4,0.2,0.3,0,2.5,48.7,51.3
"21135",24,11.2,12.8,97.8,0.7,0.2,0.1,0,2.4,50.1,49.9
"21137",20.8,10.1,10.7,94.6,1.9,0,0.2,0.1,6,49,51
"21139",14.4,5.6,8.8,97.2,0.5,0.1,0.1,0,4,49.6,50.4
"21141",16.8,6.8,9.9,90.7,6.7,0.1,0.3,0,3.9,48.8,51.2
"21143",13.3,5,8.3,91.6,5.7,0.6,0.4,0.1,2.8,52.7,47.3
"21145",15.4,6.8,8.6,85.1,10.5,0.4,0.9,0.1,5.5,48,52
"21147",30.5,14.7,15.9,90.1,5.7,0.7,0.5,0,5.7,54.5,45.5
"21149",15.8,7.6,8.2,96.8,1.2,0.5,0.2,0,2.3,49.3,50.7
"21151",17.5,8,9.5,91.4,4.1,0.4,0.9,0.3,5.4,48.7,51.3
"21153",27.9,14.2,13.7,99.8,0,0,0.1,0,0,49.9,50.1
"21155",22,9.4,12.6,90.2,7.3,0.2,0.2,0.1,3.7,50.7,49.3
"21157",10.2,4.9,5.2,97.4,0.9,0.1,0.2,0,2.5,48.8,51.2
"21159",17.7,8.9,8.8,93,5.5,0.2,0.1,0.1,1.8,55.2,44.8
"21161",17.4,7.5,9.9,90.6,6.3,0,0.9,0,3.9,49.6,50.4
"21163",12,5.2,6.8,91.8,3.8,0.7,0.7,0,5.6,50.5,49.5
"21165",23.4,11.8,11.6,98.3,0.2,0,0.3,0,2.6,53,47
"21167",14,5.3,8.8,93,4.2,0.1,0.5,0.1,3.8,49.2,50.8
"21169",23,10.1,12.8,95.7,1.6,0.3,0.4,0,4,49.8,50.2
"21171",23.5,11,12.5,95.7,2.5,0.1,0.3,0,2.1,50.2,49.8
"21173",18,7.4,10.5,94.5,2.8,0.3,0.1,0.1,3.7,49.3,50.7
"21175",19.8,9.4,10.4,93.8,3.4,0.5,0.6,0.3,2.4,56.3,43.7
"21177",14.8,6.5,8.3,92.7,4.5,0.2,0.8,0.1,3.2,49.2,50.8
"21179",9.1,3.8,5.3,91.4,5.1,0.1,0.5,0,4.7,49.9,50.1
"21181",27.5,12.3,15.2,96.1,1.6,0.3,0,0,3.6,48.1,51.9
"21183",18.4,7.5,10.9,96.6,0.9,0,0.3,0,3.3,49.2,50.8
"21185",5.6,2.6,3,91.4,3.7,0.2,1.6,0,5.7,52.4,47.6
"21187",18.7,8.7,10,98.8,0.6,0.2,0,0.1,0.6,49.7,50.3
"21189",29.4,13.6,15.8,93.4,5.5,0,0.2,0,0.9,45.4,54.6
"21191",17.5,7.3,10.2,97,1.1,0,0.6,0.4,1.9,50.9,49.1
"21193",25.2,11.9,13.3,95.9,1.9,0,0.9,0.3,1.9,49.5,50.5
"21195",24.4,10.8,13.6,97.5,0.9,0.1,0.6,0,1.5,48.5,51.5
"21197",20.7,7.1,13.6,96.9,0.4,0.6,0.6,0,2.8,49,51
"21199",22.3,9.7,12.6,96.3,0.9,0.3,0.8,0,3,48.7,51.3
"21201",24.6,10.4,14.2,98.2,1.8,0,0,0,0,46.2,53.8
"21203",19.5,7.4,12.1,98,0.2,1.2,0.1,0,1,48.5,51.5
"21205",24.4,10.6,13.9,96,1.5,0.2,0.8,0,2.8,48.2,51.8
"21207",22.8,10,12.8,94.6,0.3,0,0.8,0,5.8,48.6,51.4
"21209",11.2,4.8,6.4,87.8,4.6,0.2,1.2,0,9.4,49.3,50.7
"21211",10.9,4.8,6.1,87,6.9,0,0.9,0.1,7.8,48.5,51.5
"21213",15.2,5.1,10.1,85.7,10.3,0.4,0.7,0,5.1,49.2,50.8
"21215",9.6,4.1,5.5,96.2,1.9,0.2,0.3,0,2.7,50.6,49.4
"21217",17.1,6.5,10.6,91.3,4.3,0.1,1.1,0,6.2,49,51
"21219",18.3,8,10.3,87.5,8.2,0,0.1,0,5.8,49.4,50.6
"21221",11.6,4.4,7.2,90.4,7.4,0,0.5,0,2.9,49.8,50.2
"21223",17.1,7.9,9.1,96.4,0.2,0.5,0,0.8,3.5,49.3,50.7
"21225",19.8,11.1,8.8,83.2,13.3,0,0.5,0,5.5,52.2,47.8
"21227",15.8,6.9,8.9,81.6,8.9,0.3,4,0.4,7.7,49,51
"21229",14.8,7,7.8,90.1,5.4,0,0.9,0,6.1,49.1,50.9
"21231",24.7,12.1,12.6,94.3,2,0,0.2,0,4.8,49.8,50.2
"21233",22.2,10.4,11.8,91,3.6,0.1,0.1,0.1,8.5,49.6,50.4
"21235",22.2,9.3,13,97,0.9,0.3,0.2,0,2.8,49,51
"21237",28.6,12.1,16.4,98.5,0.1,0.3,0.1,0,2,50,50
"21239",12.8,5.9,7,91.6,4.5,0,0.4,0,6,47.3,52.7
"22001",23.7,9.1,14.6,79.3,17.4,0.1,0.1,0,5.8,48.7,51.3
"22003",11.9,4.8,7.2,73.9,18.9,2.1,0.6,0,7.2,56.8,43.2
"22005",10.5,4.2,6.3,72.2,21.8,0.1,1.1,0,8,49.4,50.6
"22007",19,7.4,11.6,67.4,30.3,0.4,0.1,0,2.9,48.3,51.7
"22009",22.1,8.6,13.5,66.3,26.9,0.9,0.5,0.2,10,50.4,49.6
"22011",15.3,6.7,8.6,83.5,12.5,0.5,0.5,0,5.9,50.8,49.2
"22013",27.7,12.9,14.8,54.8,43.2,0,0,0,2.9,47.2,52.8
"22015",16.8,7,9.8,71.9,22.8,0.5,1.9,0.1,4.7,49.3,50.7
"22017",22.9,10,12.8,46.2,49.2,0.4,1.3,0.1,4.9,47.4,52.6
"22019",17,7.2,9.8,70,24.9,0.3,1.4,0,5.8,48.8,51.2
"22021",23.9,12.7,11.2,81.7,16.4,0.3,0.3,0,1.9,52.4,47.6
"22023",9.9,4.4,5.4,92.8,3.4,0.5,0.5,0,4.1,48.4,51.6
"22025",19.2,7.1,12.1,66.7,32.3,0.1,0.2,0,0.9,52.5,47.5
"22027",28.9,15.6,13.3,45.5,52,0.3,0.1,0,3.3,57.1,42.9
"22029",22.4,10,12.5,57.8,41.1,0,0.1,0,1.1,50.8,49.2
"22031",21.8,9.3,12.5,61.5,35.4,0.9,0.1,0,4,48.7,51.3
"22033",17.7,7.7,10,46.8,46.1,0.2,3.2,0,5.6,47.8,52.2
"22035",27.8,8.4,19.4,29.4,69.7,0,0,0,1.8,60.7,39.3
"22037",14.3,6.6,7.7,54.5,43.6,0.5,0.3,0,2,55.7,44.3
"22039",27.1,11.8,15.3,67.9,27.6,0.3,0.5,0.1,5.2,51.3,48.7
"22041",27.2,11.6,15.6,65.4,33.9,0.1,0,0,1.1,48.9,51.1
"22043",16.1,7.1,9,78.6,16.2,0.3,0.1,0,7.2,56.5,43.5
"22045",21.8,8.9,12.9,60.7,31.7,0.1,2.7,0,7.7,48.9,51.1
"22047",16.4,7,9.4,49.6,48.2,0.1,0,0,3.5,50.4,49.6
"22049",21,8.5,12.5,67.8,29.7,0.1,0.6,0,2.1,50.7,49.3
"22051",15.3,6.6,8.7,62.4,27,0.4,4.2,0,8.2,48.5,51.5
"22053",18.8,8.1,10.7,80.1,16.5,0.8,0.5,0,4,49.5,50.5
"22055",16.9,7.4,9.6,69.4,25.9,0.3,1.9,0,4.2,48.8,51.2
"22057",15.2,6.2,9,79,13.6,2.2,0.6,0,7.3,49.1,50.9
"22059",18.1,8.4,9.7,84.2,11.3,1,1.2,0.1,3.2,52.1,47.9
"22061",28.3,12.7,15.6,54.2,40.9,0.2,1.7,0,4.1,48.6,51.4
"22063",12.3,5.4,6.9,90.3,6,0.4,0.6,0,4.4,49.1,50.9
"22065",30.1,11,19.2,35.3,63.7,0.2,0,0,1.1,49.8,50.2
"22067",27.4,11.4,16,49.4,49.1,0.1,0.5,0,1.3,48.1,51.9
"22069",31.6,13.6,17.9,53.3,41.3,0.8,0.7,0,5.7,47.9,52.1
"22071",22.9,10.1,12.7,33.9,59.5,0.2,2.9,0,5.3,47.5,52.5
"22073",23.6,10,13.6,59.1,37.4,0.2,1,0,3.4,48,52
"22075",17.9,6.8,11.1,67.9,20.3,1.1,3.9,0,11.8,50.3,49.7
"22077",20.6,9.8,10.8,61.9,35.8,0,0.3,0,2.9,48,52
"22079",19,8.7,10.3,63.5,31.6,0.8,1.3,0,5.2,48.4,51.6
"22081",24.6,11.5,13.1,57.7,39.1,0,0,0,6.1,47,53
"22083",29.1,13.8,15.3,61.9,36.1,0,0.4,0,2.9,48.7,51.3
"22085",18.3,7.6,10.6,69.3,16,6.6,0.4,0,14.8,49.4,50.6
"22087",20.9,9.5,11.5,69.4,23.3,0.4,2.5,0.1,6.8,48.9,51.1
"22089",11.1,5,6,69.2,26.6,0.4,1,0,3.7,50,50
"22091",18.1,6.6,11.5,45.7,52.5,1.1,0.3,0,0.6,48.3,51.7
"22093",16.9,6,10.9,48.6,49.6,0,0.2,0.2,1.9,47.5,52.5
"22095",17.1,6.8,10.4,38.2,56.5,0,1.1,0,5.7,49,51
"22097",25.7,11,14.7,56,41.5,0.2,0.1,0,3.7,48.3,51.7
"22099",18.6,8.1,10.5,66.8,29.1,0.6,1,0,4.7,49.2,50.8
"22101",19.4,9,10.4,58.9,30.5,1.6,1.4,0,11.8,49.5,50.5
"22103",11.3,4.7,6.6,82.8,12.1,0.6,1.6,0,4.8,48.5,51.5
"22105",20.8,8.9,12,67.1,29.5,0.3,0.7,0,4.5,48.4,51.6
"22107",34.6,17.3,17.3,43.4,55.4,0,0.1,0,1.1,49.3,50.7
"22109",20.3,9,11.3,70.2,19,5.7,1,0.1,6.8,49.4,50.6
"22111",16.8,7.7,9.2,71.5,24.8,0.3,0.1,0,5,49.9,50.1
"22113",17.4,7.1,10.2,81.4,14.5,0.5,2,0.1,2.6,48.3,51.7
"22115",16.4,7.3,9.1,75.8,14.7,1.3,2.1,0.4,8.9,52.9,47.1
"22117",23.3,9.3,14,66.9,30.2,0.2,0.1,0,4.1,49.4,50.6
"22119",29.1,13,16.1,63.7,34,0.4,0.3,0.1,2.9,48.9,51.1
"22121",12,5.2,6.9,58.3,40.1,0.1,0.1,0,2.7,48.8,51.2
"22123",21,8.1,13,80.1,16.1,0.2,0,0.1,4.9,50.7,49.3
"22125",9.4,5.2,4.2,53.5,44.5,0.2,0.6,0,2.3,64,36
"22127",16.2,6.9,9.3,66.2,31.7,0.5,0,0,2.4,53.3,46.7
"23001",11.4,5.1,6.3,91.4,2.4,0.2,0.8,0,10.2,48.9,51.1
"23003",15.6,6.9,8.6,94.9,1,1.9,0.5,0,3.3,49.5,50.5
"23005",8.8,4.1,4.7,91.7,3,0.2,2.2,0,5.3,48.5,51.5
"23007",11,4.5,6.5,96.5,0.2,0.1,0.4,0.2,5,49,51
"23009",10.5,4.4,6.1,95.9,0.9,0.5,1.1,0.1,2.9,48.3,51.7
"23011",12.4,5.4,7,95.7,0.9,0.5,0.9,0.1,3.6,48.8,51.2
"23013",9.5,3.8,5.7,96.1,0.5,0.5,0.5,0,4.5,49.8,50.2
"23015",12.1,5.1,7,96.9,0.4,0.4,1,0,2.3,49,51
"23017",14.9,6.5,8.4,96.2,0.4,0.3,0.4,0,5.2,49.4,50.6
"23019",14.2,6.4,7.7,94.5,0.9,1.3,1,0,4.4,49.6,50.4
"23021",18.1,7.7,10.4,95.8,0.6,0.8,0.8,0,3.3,49.9,50.1
"23023",9.6,4,5.5,95.7,0.8,0.4,0.8,0,4.6,48.9,51.1
"23025",20,9.2,10.8,96.5,0.6,0.5,0.4,0,3.9,49.5,50.5
"23027",13.2,5.4,7.7,96.2,0.6,0.4,0.5,0,4.2,49.1,50.9
"23029",18.3,7.5,10.8,90.8,0.8,5.3,0.5,0,4.8,49.1,50.9
"23031",7.3,3.2,4.1,95.5,0.9,0.4,1.3,0,3.6,48.8,51.2
"24001",14.7,6.6,8.1,88.2,8.1,0.1,0.9,0,5,52.3,47.7
"24003",5.6,2.3,3.3,72.7,16.8,0.2,3.8,0.1,10.6,49.5,50.5
"24005",8.8,3.8,5,60.6,28.9,0.3,6,0.1,6.9,47.4,52.6
"24009",4.6,2.1,2.5,81.2,11.7,0.1,1.9,0.1,9.4,49.8,50.2
"24011",13.7,5.6,8,79.9,14.1,0.4,0.7,0,7.6,48.9,51.1
"24013",5.1,2.2,2.9,91.6,3.5,0.3,1.9,0,4.8,49.5,50.5
"24015",9.7,4.8,4.8,87.8,6.8,0.1,1.4,0,6.7,49.8,50.2
"24017",6.2,2.8,3.4,44,46,0.6,3.2,0,11.7,48.2,51.8
"24019",15.6,7.5,8.1,65.5,26.6,0.1,1.1,0,12.1,47.2,52.8
"24021",6.7,2.9,3.8,80.6,9.7,0.3,4.5,0.1,8.1,49.3,50.7
"24023",10.1,4.5,5.7,96.9,0.9,0.2,0.4,0,3.2,49.5,50.5
"24025",7.1,3,4.1,78.6,13.8,0.2,2.6,0,8.1,49,51
"24027",5,2.1,2.8,57,18.9,0.3,18.1,0,10.2,48.9,51.1
"24029",10.5,5.6,4.9,80.7,14.3,0.1,1.2,0,6,47.6,52.4
"24031",6.8,2.8,4,53.1,18.5,0.3,14.8,0,17.7,48.3,51.7
"24033",8.3,3.5,4.8,16.6,62.7,0.4,4.1,0.1,19.1,48.1,51.9
"24035",5.7,2.5,3.1,89.3,6.7,0.1,1,0.1,4.5,49.6,50.4
"24037",7.9,3.3,4.6,78,14.6,0.1,2.6,0,8.3,50,50
"24039",16.5,7.1,9.3,52.7,42.4,0.4,1,0,5.9,54.1,45.9
"24041",8.6,3.4,5.2,82.9,10.5,0.2,1.4,0,9.5,47.4,52.6
"24043",11.5,5,6.5,82.1,10.6,0.1,1.8,0.1,9.3,50.8,49.2
"24045",14.8,6.4,8.4,66.5,25.9,0.3,3.1,0,6.8,47.5,52.5
"24047",8.9,4.1,4.8,83,12.9,0.1,1.2,0.1,5.2,49,51
"24510",20.4,8.9,11.6,30.5,62.4,0.3,2.6,0,6.8,47,53
"25001",6.3,2.5,3.8,91.6,2.9,0.6,1.5,0.1,5.3,47.8,52.2
"25003",10.3,4.8,5.5,90.6,2.8,0.3,1.8,0.1,7.3,48.4,51.6
"25005",11,4.8,6.2,84.1,4.3,0.1,2.3,0.1,12.3,48.4,51.6
"25007",7.5,3.6,3.9,88.1,4.7,0.8,0.3,0,10.1,49.3,50.7
"25009",10.1,4.2,5.9,79.9,4.3,0.2,3.4,0,15.2,48.2,51.8
"25011",9.5,4.3,5.2,92.8,1.5,0.3,1.3,0.2,6.6,48.7,51.3
"25013",15.9,6.9,9,81.4,8.9,0.2,2.4,0,10,48.3,51.7
"25015",10.4,5,5.4,87.6,2.6,0.2,5.3,0.1,7.5,46.8,53.2
"25017",7.2,3.2,4,76.7,5.3,0.2,11.9,0,8.8,48.9,51.1
"25019",8.6,4.2,4.4,87.3,7.8,0.3,0.6,0.1,7.1,51.2,48.8
"25021",6.2,2.6,3.6,77.6,7.1,0.1,11.1,0,6.5,48.1,51.9
"25023",7.2,2.9,4.3,82.9,10,0.2,1.4,0,7.8,48.6,51.4
"25025",17.2,7.4,9.8,55.2,22.4,0.3,8.9,0.1,19.8,48.3,51.7
"25027",9.8,4.2,5.5,83.7,5,0.3,4.9,0,8.9,49.3,50.7
"26001",16.8,7.3,9.4,96.9,0.4,0.6,0.2,0.1,3.3,50.6,49.4
"26003",9.9,5.2,4.7,84.9,7.7,3.6,0.1,0,7.2,55.5,44.5
"26005",10.2,4.3,5.9,93.5,1.4,0.3,0.7,0,6.7,50,50
"26007",14,6.8,7.2,96.8,0.6,0.4,0.6,0.1,3,49.3,50.7
"26009",10.9,4.9,6,96.1,0.4,0.8,0.4,0,3.8,49.9,50.1
"26011",16.9,8.1,8.8,96.2,0.4,1.3,0.4,0,3.2,50.7,49.3
"26013",12.7,5.2,7.4,73.4,9.3,10,0.4,0.1,13.3,55.3,44.7
"26015",7.6,3,4.6,96.3,0.7,0.4,0.6,0,3.4,50.3,49.7
"26017",15.6,7.2,8.5,94.7,1.7,0.3,0.6,0,5,49.1,50.9
"26019",9.4,4.6,4.7,95.7,0.2,1.7,0.4,0.1,3.7,49.7,50.3
"26021",15.8,6.8,8.9,78.7,14.6,0.4,1.9,0,7.5,48.9,51.1
"26023",14.9,6.6,8.3,93.9,2.4,0.4,0.8,0,4.1,51.7,48.3
"26025",16,7.4,8.6,81.3,10.5,0.6,2.4,0,9.7,49,51
"26027",12,5.5,6.5,88.9,5.2,1.1,0.8,0,7,50.1,49.9
"26029",10,4.3,5.7,95.3,0.5,1.6,0.5,0.1,4.2,49.5,50.5
"26031",14.7,6.9,7.8,93.2,0.8,2.1,0.4,0,6.8,50,50
"26033",16.6,7.5,9.2,70.7,6,14.2,1,0.1,15.9,54.5,45.5
"26035",22.4,10.2,12.3,96.2,0.6,0.7,0.1,0,4.5,49.7,50.3
"26037",8.7,3.8,5,93.6,1.8,0.2,1.5,0,5.3,49.4,50.6
"26039",16,7.5,8.4,96,0.7,0.3,0.9,0,3.6,50.9,49.1
