"GEOID","white","black","ai_an","asian","nh_opi","other"
"29115",96.9,0.5,0.3,0.4,0.1,3.7
"29117",93.5,2.6,0.6,0.6,0.1,4.7
"29119",87.1,1.8,2.9,1.5,2.2,7.2
"29121",94.4,2,0.7,0.6,0,4.5
"29123",96.9,0.8,0.2,0.6,0,3.1
"29125",96.7,0.3,1,1,0,1.9
"29127",91.6,3.7,0.4,0.6,0.1,6.7
"29129",97.4,0.5,0,0.5,0,2.6
"29131",96.7,0.2,1.2,0.5,0,2.6
"29133",73,24.9,0.9,0.1,0,2
"29135",96,2.7,0.4,0.1,0,1.4
"29137",94.5,3.4,0.6,0.5,0,1.9
"29139",94.8,1.5,0,0.3,0.1,5.7
"29141",95.9,0.9,0.4,0.9,0,3.7
"29143",81.5,15.4,0.4,0,0,5.5
"29145",90.3,0.9,2.4,1.4,1,7.1
"29147",93.7,2.8,0.2,1.4,0.1,3.3
"29149",95.4,0.2,1.6,0.5,0.1,4.2
"29151",99.1,0.2,0.1,0,0,0.9
"29153",96,0.1,1,0.5,0,4.9
"29155",69.5,27.5,0,0,0,4.7
"29157",97.1,0.6,0.5,1.2,0,1.2
"29159",91.4,3.5,0.1,0.7,0,6.4
"29161",90.5,2.4,0.8,3.6,0,5.1
"29163",89,7.3,0.3,0.3,0.1,5.2
"29165",85.3,6.8,0.3,2.7,0.5,8.1
"29167",95.6,0.9,1.3,0.2,0.1,3.7
"29169",75.7,11.2,0.9,2.5,0.7,14.9
"29171",96.4,0.1,0.2,0.1,0,6.2
"29173",96.3,1.3,0.6,0.6,0,2.1
"29175",90,5.9,0.7,0.6,0,5.1
"29177",95.8,1.3,0.5,0.2,0,4.1
"29179",94.4,2,0.4,0.3,0.2,5.3
"29181",96.5,0.7,0.6,0.4,0.2,3.1
"29183",89.6,4.4,0.2,2.6,0,5.8
"29185",95.6,0.7,0.9,0.4,0,4.7
"29186",96.7,2,0,0.6,0,1.4
"29187",92.9,4.4,0.4,0.5,0,3.2
"29189",67.9,24.2,0.2,4.3,0,5.8
"29195",86.4,5,0.2,0.8,1.1,9.3
"29197",97,0.5,0,0.3,0,4.5
"29199",99.3,0,0.1,0,0,1.2
"29201",85.2,11.6,0.4,0.4,0,4.1
"29203",95.7,0.2,0.2,0,0,8
"29205",95.9,1.6,0.2,0.3,0,3.4
"29207",96.9,1.5,0,0,0,2.9
"29209",96.3,0.2,0.7,0.2,0.1,4.2
"29211",90.6,2.3,1.4,0.1,0.1,7.4
"29213",91.7,1.5,1,1,0,7
"29215",92.8,2.2,1.7,0.7,0,4.7
"29217",95.6,0.5,0.6,0.7,0,4.9
"29219",92.7,2,0.9,0.6,0,5.8
"29221",95.3,2.1,0.3,0.2,0.3,3.7
"29223",96.6,0.6,0.2,0.3,0,4.7
"29225",95.5,1,0.5,0.4,0.2,4.2
"29227",97.8,0.5,0,0.1,0,3
"29229",96.6,0.5,0.3,0.2,0.2,3.7
"29510",46.5,46.4,0.3,3.4,0.1,5.8
"30001",94.8,0.1,1.4,0.6,0.1,5.8
"30003",29.9,0,65.4,0.1,0,8.7
"30005",45,0.4,51.3,0.1,0,5.1
"30007",96.5,0.1,0.4,0,0,5.7
"30009",96.6,0.4,1.3,0.3,0,2.6
"30011",96.9,0,0.8,0,0,4.6
"30013",87.7,1.3,4.6,0.7,0.1,10
"30015",77.7,0.2,18.7,0.6,0,4.8
"30017",93.7,0.6,1,0.1,0.2,7.9
"30019",95.7,0,3.2,0.8,0,0.6
"30021",94.5,0.8,2.4,0.2,0,3.7
"30023",92.9,0.7,1.9,0.8,0.1,6.9
"30025",95.3,0,1,1.7,0,3.6
"30027",94.5,0.1,1.4,0.6,1.9,2.7
"30029",94.1,0.4,1.5,0.7,0,5.5
"30031",93.8,0.4,0.9,1.4,0,6
"30033",99.3,0.7,0,0,0,0
"30035",31.9,0.3,65,0,0.1,4.5
"30037",94.5,1.4,0.4,0,0,7.4
"30039",96.3,0.1,0.4,0.1,0,6.4
"30041",70.2,0.4,23.7,0.4,0,9.5
"30043",94.2,0.4,1,0.1,0,7.7
"30045",95,0,2.3,0,0,5.6
"30047",67,0.3,24.3,0.3,0.2,15.4
"30049",93.8,0.3,1.7,0.7,0.1,6.5
"30051",99.5,0,0,0,0,1
"30053",94.7,0.2,1.3,0.4,0.2,5.4
"30055",92.3,0,6,1.6,0,0
"30057",95,0.2,0.2,0,0,7.5
"30059",92.6,0.1,1.4,0.2,0,6.9
"30061",92.7,0.8,2.7,0.8,0,5.7
"30063",91.6,0.6,2,1.9,0.1,7.4
"30065",94.1,0,2.6,0.9,0,4.7
"30067",95.6,0.4,0.8,0.3,0.1,5.2
"30069",94.5,0,0,5.5,0,0
"30071",84.4,0,9.4,0.3,0,11.3
"30073",81.4,0.1,15.4,0.1,0,4.6
"30075",94.3,0,1.7,0,0,7.9
"30077",90.3,0.9,4.9,0.4,0,6.9
"30079",97.8,0,1.2,0.8,0,0.2
"30081",95.8,0.1,0.9,0.5,0,4.9
"30083",93.3,0,2,0,0.2,8.2
"30085",36.1,0.2,57.8,0.6,0,10.5
"30087",57,0.2,37.4,1,0,6.7
"30089",92.5,0.3,3.5,0.4,0,6.4
"30091",94.5,0,1,0.3,0,8.2
"30093",94.4,0.5,2.3,0.8,0,4
"30095",95.9,0.1,1,0.3,0,4.7
"30097",96.3,0,1,0.3,0,5
"30099",94.4,0.5,1,0.3,0,6.8
"30101",89.5,0.5,7.6,0.7,0,3.4
"30103",94.6,0,0,4.2,0,2.1
"30105",86.1,0.4,8.9,0.2,0.3,7.6
"30107",94.5,0,3.4,0.3,0,3.6
"30109",98.1,0,1.2,0.7,0,0
"30111",90.2,0.7,4.4,0.7,0.1,7.1
"31001",93,0.6,0.4,1.3,0,6.7
"31003",97.3,1,0.1,0.2,0,1.7
"31005",96.3,0,0.2,0,0,6.5
"31007",96,0,0,1.4,0,4.8
"31009",100,0,0,0,0,0
"31011",98.4,0.3,0.1,0.5,0.1,1
"31013",92.5,1.4,2.3,1.1,0,5
"31015",95.8,0.6,1,1,0,3.2
"31017",97.3,0,0.4,0.5,0,3.6
"31019",91.8,1,0.2,1.3,0,7.6
"31021",94.9,0.5,2.3,0.8,0,2.7
"31023",96.4,0.1,0.4,0.7,0,3.8
"31025",95.9,0.3,0.5,0.3,0.2,4.7
"31027",97.4,0.2,0.8,0.1,0,2.2
"31029",99.3,0.1,0,0.3,0,0.6
"31031",89.4,0,3.6,0.5,0.1,12.6
"31033",94.9,0.8,0.6,0.7,0,5.6
"31035",96.6,0.2,0.3,0.1,0,4.4
"31037",88.8,3.7,1.3,0.7,0.2,7.2
"31039",94.2,0.1,0.4,0.3,0.1,6.3
"31041",96.7,0.2,0.2,0.8,0,3.4
"31043",68.8,5.4,2.2,3.4,0.1,23.1
"31045",90,4.4,3.5,0.7,0,2.8
"31047",87.5,6.3,0.5,0.6,0.2,5.8
"31049",95.4,0.2,1.5,0.6,0,4.4
"31051",93.2,0.4,0.4,0.4,0,6.6
"31053",94.7,1,1,0.4,0.2,4.7
"31055",79.2,11.1,0.6,3.8,0.1,8.5
"31057",99.4,0.2,0,0,0,0.8
"31059",96.9,0.4,0.6,0.6,0,2.8
"31061",97.7,0.5,0,0.2,0.1,2.7
"31063",97.3,0.6,0.3,0.1,0,3.4
"31065",96.7,0.1,0.2,0.3,0,4.8
"31067",96.5,0.6,0.7,0.7,0,2.7
"31069",98.5,0.2,0.5,0.2,0,1
"31071",97.9,0.3,0,0.2,0,1.6
"31073",97.6,0.2,0.2,0.3,0.3,2.6
"31075",97,0.8,0,0,0,3.6
"31077",97.5,0.4,0.3,0.2,0,2.3
"31079",84,2.8,0.6,1.1,0.3,13.1
"31081",96.1,0.2,0.2,0.4,0.1,4.6
"31083",96.3,0.5,0.3,0.2,0,4.3
"31085",98.3,0,0,0,0,1.7
"31087",99.5,0.1,0.1,0,0,0.4
"31089",97.6,0.1,0.6,0.6,0,1.9
"31091",97.7,1,0.6,0,0,0.7
"31093",96.6,0.2,0,0.2,0,4.6
"31095",96.9,0.6,0.2,0.2,0,3.6
"31097",86.4,6.1,0.7,1.6,0,6.5
"31099",96.7,0.1,0.8,0.5,0,3.4
"31101",96,1.2,0.9,0.8,0.2,1.6
"31103",98.6,0,0,0,0,2.7
"31105",94.2,0.1,1.2,0.3,0,8.3
"31107",86.8,0.4,9.5,0.3,0,5.3
"31109",86.1,4,0.7,4.2,0.1,8.6
"31111",94.8,1.5,0.4,0.9,0,4
"31113",98.7,0,1.1,0,0,0.4
"31115",99.7,0,0.3,0,0,0
"31117",98.5,0,0,0,0,1.5
"31119",91.6,1.3,1.6,1.7,0,5.1
"31121",95,0.5,0,0.5,0,6.3
"31123",95.3,0.8,0.5,0.5,0,4.9
"31125",98.9,0.4,0.5,0,0,0.3
"31127",95.9,1.5,0.5,0.8,0,2
"31129",97.2,0.1,0.1,1.8,0.1,1.2
"31131",94.1,0.4,0.1,0.3,0,8.1
"31133",96.6,0.2,0,0,0,6.6
"31135",98.6,0.1,0.1,0,0,1.6
"31137",96.4,0.4,0.2,0.2,0,5
"31139",97.1,0.2,0.1,0.6,0.2,3.6
"31141",94.8,0.5,0.4,0.8,0,4.5
"31143",97.3,0.2,0.2,0,0,3.5
"31145",95.7,0.6,0.3,0.1,0,5.7
"31147",93.7,0.2,2.9,0.1,0,6
"31149",97,1.5,0.8,0,0,0.8
"31151",88.8,2.5,0.2,2,0,9.3
"31153",87.4,3.9,0.5,2.6,0.1,9
"31155",97.3,0.5,0.4,0.4,0,2.5
"31157",91.6,0.9,1.9,0.7,0.1,7.2
"31159",96.4,0.6,0.1,0.5,0,4.4
"31161",82.6,2.1,8.5,0.9,0,11
"31163",97.8,0.2,0,0.3,0,2.6
"31165",92.7,0.4,0.5,0,0,9.5
"31167",96.7,1.5,0,0.5,0,2
"31169",96.7,0.5,0.3,0,0,4.3
"31171",95,0,0.9,0,0,8
"31173",38.3,0.2,58.6,0.8,0,4
"31175",97.9,0.5,0.5,0,0,2.1
"31177",96.6,1.1,0.1,0.3,0.1,3.6
"31179",95.3,1.4,0.2,0.5,0,4.5
"31181",95.4,0.3,0.9,0,0.4,5.5
"31183",99.1,0,0,0.3,0,1
"31185",94.7,1.6,0.5,0.4,0,4.4
"32001",81.6,2.5,4.6,2.8,0.1,13.1
"32003",60.2,11.7,0.9,9.7,0.8,22.3
"32005",89.1,0.8,2,1.8,0.3,8.8
"32007",85.6,0.5,6.6,1.1,0.2,7.2
"32009",95.7,2.6,1.7,0,0,0.2
"32011",93.8,0.1,5.1,0.7,0,0.4
"32013",86.4,0.6,5.7,0.6,0,8.6
"32015",93.3,0.9,3.4,0.1,0,3.9
"32017",88.6,4.5,1.1,0.9,0,5.7
"32019",85.1,0.8,2.7,1.3,0.2,13.9
"32021",68.2,5.1,20.6,1.3,0,7.8
"32023",83.1,1.9,1.8,1.7,0.5,14.6
"32027",80.2,3.8,3.4,1.1,0.3,16
"32029",87.6,1.7,0.4,0.9,0,18.6
"32031",77.6,2.3,1.6,5.3,0.7,16.8
"32033",85.1,5.9,5.6,0.9,0.1,3.5
"32510",82,2.1,2.3,2.7,0.1,13.6
"33001",96.3,0.7,0.4,0.9,0,3.2
"33003",97.2,0.5,0.1,0.7,0,3.1
"33005",95.1,0.9,0.2,1.3,0.1,4.6
"33007",94,2.6,0.3,0.5,0.1,4.7
"33009",92.2,1.2,0.3,3.7,0,4.7
"33011",89.4,2.9,0.1,4,0.1,6
"33013",94.1,1.4,0.3,2.1,0,3.9
"33015",94.7,0.8,0,2.1,0,4
"33017",92.6,1,0.1,3.4,0,5.5
"33019",96.3,0.8,0.3,0.8,0,3.4
"34001",65.8,14.6,0.4,7.9,0.1,14.8
"34003",71.6,6,0.2,16.3,0,8.5
"34005",72,16.9,0.1,5.1,0.1,9.7
"34007",63.6,19.3,0.2,5.7,0,14.4
"34009",91.4,4.5,0,0.9,0,5.1
"34011",68.1,19.5,0.8,1.4,0,14.3
"34013",42.9,39.7,0.2,5.3,0,14.5
"34015",81.4,10.2,0.1,3.1,0,8.4
"34017",54.8,12.1,0.4,15.2,0.1,21.2
"34019",90.5,2.6,0.1,4.1,0,4.2
"34021",62.9,20.7,0.2,11.1,0,7.2
"34023",57.9,10.3,0.2,24,0,10.4
"34025",82.4,7.2,0.2,5.4,0,6.8
"34027",81.5,3.5,0.1,10.3,0,6.7
"34029",90.9,3.1,0.1,1.9,0,5.8
"34031",64,11.2,0.3,5.2,0,22
"34033",80,13.2,0.3,1.1,0,8.5
"34035",66.3,9.7,0.3,17.7,0,8.3
"34037",92.8,2.3,0,2.1,0,4.6
"34039",54.9,21.2,0.3,5.1,0,21.3
"34041",88.5,4.5,0.2,2.7,0,6.6
"35001",74.3,3,4.9,2.6,0.1,19.3
"35003",97.9,0,0.1,0,0,2.1
"35005",87.6,1.6,1.7,1,0,10.7
"35006",48.1,1.1,41.5,0.1,0,12.3
"35007",85.4,0.7,2,0.4,0,15.6
"35009",66.4,5.1,1,1.3,0.4,31.3
"35011",66.9,1.6,0.2,0.3,0,39.6
"35013",87.1,1.8,1.1,1.1,0,10.7
"35015",90.1,1.6,1.7,0.5,0,7.7
"35017",92.6,1,2.1,0.6,0,5.2
"35019",78,0.8,5.8,0.2,0,18.2
"35021",82.3,0,0,0,0.7,20.6
"35023",93.8,1.3,1.5,0,0,4.7
"35025",88.4,3.8,1,0.6,0,7.8
"35027",96.8,0.5,0.6,0.1,0,3.1
"35028",85.5,0.6,1.1,5,0,12.9
"35029",92.3,1.6,0.9,0.8,0,5.7
"35031",14.4,0.7,75.9,1.1,0,11.6
"35033",65.9,0,0.3,0,0,34.5
"35035",79.1,3.5,6.8,1.3,0.2,12.5
"35037",88.6,1.7,1.9,0.9,0.2,8.1
"35039",53.1,0.6,16.3,0.5,0,31.5
"35041",75.5,2.8,1,0.6,0.1,25
"35043",72.1,2.3,12.8,1.4,0.2,15.2
"35045",52.3,0.8,39.6,0.8,0.1,9.4
"35047",60.9,1.3,1.4,1.2,0.1,38.5
"35049",83.8,1.1,3.2,1.3,0.1,13.3
"35051",89.8,0.4,4.4,0.8,0,7.3
"35053",79.7,0.6,12.2,3.3,0,6.5
"35055",84.4,0.5,6.5,0.9,0,10.1
"35057",91,0.8,0.3,0.1,0,9.1
"35059",86.7,1.6,2.1,0,0,13.8
"35061",83,1.4,4.3,0.9,0,13.6
"36001",75.3,12.4,0.2,6.6,0,9.6
"36003",95.5,1.5,0.2,1.2,0,2.8
"36005",22,35.2,0.7,3.7,0.1,42.2
"36007",85.5,5.7,0.2,4.3,0,7.7
"36009",91.9,1.4,3.2,0.8,0,4.8
"36011",91.8,4.3,0.1,0.6,0,5.8
"36013",92.2,2.6,0.3,0.6,0.1,6.2
"36015",88.1,6.3,0.3,1.3,0,7.3
"36017",96.1,1,0.4,0.5,0,3.8
"36019",90.9,4.3,0.3,1.4,0,4.5
"36021",89,4.5,0.1,1.8,0,7.3
"36023",94.6,1.9,0.2,0.8,0,4.3
"36025",94.7,1.8,0.1,0.8,0,4.4
"36027",78.2,10.5,0.3,3.5,0.1,10.8
"36029",77.8,13.5,0.5,3.6,0,7
"36031",92.9,3.2,0.2,0.3,0,5.5
"36033",82.7,5.7,7.1,0.6,0.2,5.3
"36035",94.4,2.1,0.4,0.8,0,3.8
"36037",91.9,2.1,0.8,0.8,0,7.1
"36039",89.6,5.8,0.6,1,0,4.8
"36041",97.3,0.8,0.1,0.1,0,3.1
"36043",95.7,1.3,0.2,0.6,0.2,3.6
"36045",86.4,6.1,0.5,1.8,0.2,8.8
"36047",43.7,32.2,0.3,11.9,0,15
"36049",96.8,0.7,0.3,0.5,0.1,2.4
"36051",92.6,2.9,0.2,1.3,0,4.5
"36053",94.6,1.8,0.5,0.9,0.1,3.8
"36055",76,15.3,0.4,3.6,0,7.5
"36057",87.2,2.2,0.1,0.7,0,12.5
"36059",68,11.7,0.3,9.7,0,13.3
"36061",56.5,14.8,0.4,12.2,0.1,20.7
"36063",87.2,7,1,1.1,0,6.4
"36065",85.3,6,0.2,4,0,7.4
"36067",79.6,11.4,0.6,3.7,0,8.3
"36069",92.6,2.5,0.4,1.4,0,4.8
"36071",74.1,11,0.4,2.7,0.1,15.2
"36073",88.9,5.8,0.3,0.6,0,6.7
"36075",95.6,1.1,0.2,0.7,0,4.1
"36077",93.4,2.2,0.2,1.4,0,5
"36079",86.9,3.1,0.2,2.1,0,9.9
"36081",38.3,18.3,0.5,25.5,0,21.1
"36083",86.1,6.5,0.1,2.7,0,8.3
"36085",74.1,10.3,0.2,9.3,0,8.2
"36087",70.7,12.3,0.2,5.9,0,13.7
"36089",92.8,2.4,0.8,1,0.1,4.8
"36091",92.7,1.7,0.2,2.9,0,4.3
"36093",76.3,10.1,0.2,4.7,0.1,13.4
"36095",95.4,1.6,0.2,0.9,0,3.2
"36097",96.5,1,0.1,0.7,0,3.2
"36099",91.2,5.1,0.4,0.8,0,4.1
"36101",94.7,1.7,0.1,1.5,0,3.5
"36103",80.7,7.8,0.3,3.9,0,9.5
"36105",79.8,8,0.3,1.7,0,14.8
"36107",96.3,0.7,0.2,0.8,0,3.6
"36109",80.2,3.8,0.2,9.7,0.1,10.4
"36111",84.5,6,0.2,1.9,0.1,11.5
"36113",95.6,1.3,0.3,1,0.1,3.3
"36115",93.6,3.2,0.3,0.6,0,3.6
"36117",92.9,2.8,0.2,0.8,0.1,5.3
"36119",64.3,14.9,0.4,6,0,17.6
"36121",91.5,4.1,0.5,0.4,0,5.4
"36123",96.4,1,0.2,0.7,0,2.8
"37001",69.8,19.5,0.4,1.6,0,11
"37003",87.7,5.8,0.4,1,0,6.4
"37005",95.4,2.4,0.4,0.5,0,1.8
"37007",47.8,48.6,0.3,1.3,0.1,3.6
"37009",95.4,0.7,0.4,0.4,0.1,4.4
"37011",92,4,1.3,0.4,0,3.2
"37013",72,25,0.3,0.1,0,4.4
"37015",35.2,61.6,0.7,0.8,0,2.6
"37017",57.7,34.7,2.5,0.1,0,6
"37019",84.2,9.8,0.7,0.6,0,7.2
"37021",88.8,6.3,0.4,1.3,0.1,5.1
"37023",84.3,6.1,0.9,3.6,0.2,6.7
"37025",70.5,18,0.3,3.7,0.1,10
"37027",88.9,4.6,0.4,0.5,0,7.6
"37029",82.6,13.8,0.1,1.8,0.1,2.7
"37031",89.9,5.3,0.3,1.2,0.1,5.9
"37033",63.1,32.7,0.2,0.7,0.1,4.5
"37035",79.1,8.2,0.3,4.3,0,10.2
"37037",80.9,11.3,0.1,1.5,0.1,9.1
"37039",93.3,1.2,1.5,0.7,0,5.4
"37041",61.1,35.2,0.4,0.3,0,3.9
"37043",96.7,2.1,0.4,0.2,0.2,0.9
"37045",74.6,21,0.3,1,0,4.5
"37047",62,30.5,3.7,0.4,0,4.9
"37049",70.4,21.6,0.9,2.8,0.1,6.6
"37051",50,37,1.5,2.5,0.3,14.6
"37053",90.4,5.5,0.3,0.4,0,5.7
"37055",92.7,3,0.4,0.8,0,4.8
"37057",85.8,9.2,0.3,1.6,0,4.9
"37059",89.3,5,0.3,0.7,0,7.6
"37061",71.2,23.8,0.5,0.4,0.1,5.9
"37063",51.9,36.5,0.2,4.9,0,9.6
"37065",39.4,57.6,0.1,0.2,0.1,4
"37067",66.1,26.2,0.4,2.4,0.1,7.3
"37069",67.3,25,1.2,0.5,0.2,8.5
"37071",77.1,16.3,0.3,1.5,0.1,7.3
"37073",63.3,33.4,0.9,0.5,0,3.6
"37075",87.4,0.2,10.1,0,0,3.3
"37077",61,30.1,0.4,0.5,0.1,12.3
"37079",59.5,34.9,0.5,0.1,0,8.2
"37081",55.2,33.9,0.5,4.9,0.1,8.1
"37083",40.5,52.8,3.8,0.7,0.1,4.2
"37085",67.1,20.8,1,1.1,0.3,13.4
"37087",95.5,0.9,0.5,0.7,0,3.9
"37089",91.2,3.5,0.4,1.3,0,5.3
"37091",35.1,59.4,1.2,0.8,0.2,5.9
"37093",44.4,33.8,8.1,1.5,0.1,16.9
"37095",66.5,29.7,0.1,0,0,4.6
"37097",81.2,12.2,0.3,2.5,0.1,6
"37099",83.1,2.2,8,0.7,0,9.5
"37101",77.2,16,0.7,0.6,0,8.1
"37103",65.7,30.5,1,0.1,0,4.4
"37105",73.7,20.3,0.8,1.3,0.1,5.4
"37107",55,39.1,0.2,0.5,0,9
"37109",89.4,5,0.2,0.7,0.1,6.8
"37111",91.6,3.6,0.3,0.9,0,4.9
"37113",93.5,1.7,0.7,0.9,0,4
"37115",95.4,1.6,0.4,0.6,0,3.7
"37117",54.5,42.1,0.2,0.6,0.3,3.2
"37119",53.8,31.6,0.4,5.9,0.1,11.1
"37121",96.5,0.4,0.1,0.2,0,5.2
"37123",75.6,17.6,0.3,1.4,0,7.5
"37125",82.2,12.4,0.8,1.3,0.1,5
"37127",52.1,39.3,0.6,0.9,0.1,10
"37129",81.1,13.7,0.3,1.3,0.1,5.7
"37131",39.6,56.4,0.7,0.3,0,5.4
"37133",74.7,14,0.5,2.2,0.1,15.5
"37135",75.4,11.4,0.6,7.8,0,7.5
"37137",76.1,18.4,0.2,0.6,0,7.9
"37139",58.4,36.6,0.1,1.2,0,6.9
"37141",77.7,14.3,0.5,0.4,0.1,9.7
"37143",73.7,24,0.3,0.4,0.1,2.5
"37145",67.6,26.3,0.7,0.4,0.1,7.9
"37147",57.2,34.7,0.3,1.7,0.1,8.5
"37149",90.3,4.9,0.3,0.7,0,4.6
"37151",83.8,6,0.5,1.2,0.1,10.6
"37153",61.7,31.9,2.4,1,0.1,4.9
"37155",28,23.8,39.9,0.6,0,9.8
"37157",75.4,18.4,0.5,0.6,0,7.4
"37159",76.7,16.2,0.4,0.9,0,8.3
"37161",86.8,9.5,0.4,0.4,0,4.7
"37163",62.8,25.4,1.8,0.6,0,12.2
"37165",43.7,38.9,11.9,0.8,0,7
"37167",83.6,11.4,0.5,1.8,0,4.6
"37169",93,4.2,0.4,0.4,0,3.4
"37171",90.8,3.7,0.3,0.6,0.2,5.6
"37173",64.1,0.5,29.9,0.4,0,9.3
"37175",91.6,4.8,0.3,0.1,0.1,4.5
"37177",55.4,37.1,0.9,0.4,0,8.1
"37179",81.3,11.4,0.2,3,0,6.3
"37181",42.6,49.8,1.5,0.7,0.1,7.7
"37183",65.4,20.4,0.4,6.9,0,9.8
"37185",39.7,50.3,5.6,0.5,0.2,6
"37187",45.7,47.5,0.3,0.2,0,10.7
"37189",93.8,1.8,0.7,1.2,0.1,3.8
"37191",63.7,30.5,0.3,1.2,0,7.5
"37193",91.1,4,0.3,0.6,0.3,5.6
"37195",50.7,39.6,0.6,0.8,0,10.7
"37197",92.1,3.5,0.4,0.1,0.1,5.6
"37199",96.2,0.7,0.5,0.3,0,3.7
"38001",94,2.1,1,2.5,0,0.8
"38003",93.8,2.2,1.7,1,0.1,2.1
"38005",40.6,0,55.3,0.1,0.1,7.5
"38007",97.1,0,0,0,0,4.1
"38009",93,0.6,4.1,0.1,0,3.7
"38011",96.1,0,1.2,0,0.1,3.9
"38013",96.2,0.2,0.7,0.5,0,3.9
"38015",90.6,2.3,4.2,0.8,0.1,3.9
"38017",87,5.6,1,2.9,0,6.4
"38019",94.9,0.1,1.4,0,0,5.4
"38021",96.6,1.3,1.3,0.2,0,1.3
"38023",92.9,3.2,1.3,1.2,0,2.8
"38025",84.9,1.7,9.6,0.8,0.2,4.4
"38027",91.1,0,5.3,0,0,7.2
"38029",96.1,0,0.1,1.1,0,5.2
"38031",95.9,0,1.8,0,0.3,3.8
"38033",92.7,0,2.5,0,0,9.6
"38035",86.1,3.8,2.7,2.8,0.6,6.6
"38037",96.5,0.1,0.8,1.2,0,2.8
"38039",95.3,0,1.8,0,0,5
"38041",92,0.4,2.8,0,0,7.9
"38043",96.1,0.2,1.5,0.2,0,2.3
"38045",96.5,1,0.3,0.2,0,3.3
"38047",97.9,0,0.2,0.1,0,3.5
"38049",97,0.4,1.1,0.4,0,2.1
"38051",96,0.5,0.6,0.5,0,3.1
"38053",83.3,1.6,11,0.4,0,6.1
"38055",89.9,0.7,7.2,0.1,0.2,3.2
"38057",93,0.9,2.9,0.4,0,3.1
"38059",91.2,1,3.3,0.7,0,6
"38061",64.4,1.4,28.6,0.5,0,7.6
"38063",96.5,0.1,0.3,0,0,4
"38065",90.7,0,1,1.7,0.5,11.9
"38067",94.3,0.3,2.8,0.5,0,3.9
"38069",93.8,0.6,3.7,0.4,0,3.1
"38071",84.3,0.6,10.6,0.9,0,7.2
"38073",95.4,0.8,0.6,1.1,0,3.9
"38075",96.8,0.2,0.1,0.2,0,4.7
"38077",93,0.7,2.2,0.4,0,6.4
"38079",18.2,0.6,78.3,0.1,0,5.3
"38081",94.2,2.5,0.5,0.3,0,4.7
"38083",98.9,0,0.7,0,0,0.8
"38085",13.3,0.2,83.3,0,0.1,5.5
"38087",96.4,1.8,0.7,0,0,2.4
"38089",91.2,2,1.3,1.2,0.3,6.7
"38091",97.9,0.7,0,0,0,2.3
"38093",92.9,1.5,1.6,0.5,0,6.1
"38095",92.3,0.8,4.2,0.2,0,5.1
"38097",93.3,1.1,1,0.4,0.3,5.7
"38099",94.2,0.4,2.2,0.5,0,4.1
"38101",86.6,3.9,2.1,1.7,0.1,9.7
"38103",97.9,0,0.2,0.2,0,3.2
"38105",81.7,4.5,3.1,1,0.1,14.3
"39001",98.8,0.5,0,0,0,1.2
"39003",82.5,11.9,0.2,0.8,0,8
"39005",96.7,0.7,0,0.7,0,3.5
"39007",92.8,3.6,0.1,0.5,0,5.2
"39009",91.1,3,0.2,2.6,0.1,5.8
"39011",96.5,0.6,0.2,0.5,0,3.5
"39013",93.2,3.9,0.2,0.5,0,4.1
"39015",97,0.8,0.2,0.3,0,3
"39017",84.4,8,0.3,3.3,0.1,6.8
"39019",99.2,0.3,0,0,0,0.7
"39021",94.5,1.8,0.4,0.5,0,5.3
"39023",86.8,8.1,0.2,0.6,0,8
"39025",95.1,1.4,0.1,1.2,0,3.8
"39027",94.3,2.1,0.1,0.5,0,5.8
"39029",94.7,2,0.1,0.2,0,5
"39031",96.9,1.1,0.2,0.3,0,2.9
"39033",96.6,1,0.1,0.5,0.1,3.1
"39035",62.4,29.6,0.3,3,0,7.8
"39037",97.3,0.7,0.3,0.5,0,2.1
"39039",90.7,1.8,0.5,0.4,0,9.9
"39041",87,3.4,0.1,6.3,0,5.6
"39043",85.5,9.1,0.4,0.6,0,7.6
"39045",87.1,7.4,0.1,1.6,0,6.7
"39047",93.6,2.5,0,1,0,5
"39049",66.3,22.6,0.2,5.3,0,9.4
"39051",93,0.4,0.4,0.4,0,8.1
"39053",93.8,2.2,0.4,0.8,0.1,4.8
"39055",96.7,1.4,0.1,0.7,0,2.1
"39057",85.8,6.9,0.1,2.9,0.1,7.6
"39059",95,1.1,0.3,0.4,0,5.6
"39061",67.4,25.5,0.1,2.6,0.1,7.6
"39063",92.1,1.7,0.1,1.9,0,6.9
"39065",96,0.7,0,0.8,0,4.5
"39067",95.2,2.9,0.1,0.5,0,2.5
"39069",93.5,0.9,0.2,0.3,0,7.2
"39071",95.7,1.5,0.3,0.4,0,4.1
"39073",97,0.8,0,0.2,0,3.7
"39075",98.4,0.1,0,0.3,0,2.3
"39077",95.6,1.4,0.2,0.2,0,4.4
"39079",96.8,0.7,0,0.1,0.1,4.6
"39081",91.3,5.5,0.1,0.5,0,5
"39083",96.4,1,0.2,0.5,0,3.5
"39085",91,4.3,0.1,1.2,0,5.6
"39087",95.5,2,0,0.5,0,3.7
"39089",91.4,3.8,0.1,1.3,0,6.2
"39091",94.6,1.8,0.1,0.8,0.1,4.9
"39093",85,8.5,0.4,1.2,0,8.5
"39095",72.1,19,0.3,1.7,0,11.5
"39097",90.2,5.9,0.1,0.7,0,5.9
